,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4198,3424089119,5/1/2015,654000.0,3,2.5,3240,60840,2.0,NO,NONE,Average,7 Average,3240,0.0,1997,0.0,98045,47.5192,-121.764,2570,204732
2418,8682281710,6/20/2014,754800.0,2,2.5,2770,7781,2.0,NO,NONE,Average,8 Good,2770,0.0,2006,0.0,98053,47.7072,-122.017,1870,5984
3575,8151600590,3/12/2015,360000.0,2,1.0,2320,11250,2.0,NO,NONE,Good,6 Low Average,2320,0.0,1942,0.0,98146,47.504,-122.362,1620,11250
9772,740500070,10/6/2014,265000.0,3,1.5,1460,8505,1.0,NO,NONE,Good,7 Average,1460,0.0,1955,,98055,47.4402,-122.195,1580,8505
3558,3342700371,6/9/2014,539950.0,3,2.25,2190,7149,1.0,,FAIR,Good,8 Good,1240,950.0,1963,0.0,98056,47.5243,-122.204,3500,7149
17407,5379805495,4/13/2015,179000.0,2,1.0,720,8914,1.0,NO,NONE,Average,6 Low Average,720,0.0,1949,,98188,47.4488,-122.274,1100,8916
12458,6623400193,9/3/2014,257000.0,3,1.0,1450,7850,1.5,NO,NONE,Very Good,7 Average,1450,?,1910,0.0,98055,47.4299,-122.199,1360,10400
3854,2525000690,3/9/2015,347500.0,3,1.75,1620,7500,1.0,NO,NONE,Average,7 Average,1220,400.0,1981,0.0,98059,47.4815,-122.162,1470,7938
4887,2424059127,8/20/2014,952000.0,2,1.75,3490,88909,1.0,NO,GOOD,Average,10 Very Good,2320,1170.0,1980,0.0,98006,47.5462,-122.112,3490,40185
13058,1118001215,2/4/2015,2250000.0,3,2.5,3420,8700,1.0,NO,NONE,Average,9 Better,2890,530.0,1951,0.0,98112,47.6352,-122.29,3370,8700
21593,6600060120,2/23/2015,400000.0,4,2.5,2310,5813,2.0,NO,NONE,Average,8 Good,2310,0.0,2014,0.0,98146,47.5107,-122.362,1830,7200
5313,8143100500,12/13/2014,410000.0,3,1.75,1640,17583,1.0,NO,NONE,Average,7 Average,1110,530.0,1969,0.0,98034,47.726000000000006,-122.203,1420,11680
16223,7689600630,11/6/2014,216500.0,2,1.0,710,6960,1.0,,NONE,Good,6 Low Average,710,0.0,1943,0.0,98178,47.4886,-122.246,940,7680
18339,3811300110,4/6/2015,349950.0,5,2.5,2250,7176,1.0,NO,NONE,Average,7 Average,1310,940.0,1983,0.0,98055,47.4486,-122.194,1550,9081
4524,273800100,12/19/2014,239900.0,4,1.75,1480,9523,1.0,NO,NONE,Average,7 Average,1120,360.0,1959,,98030,47.3732,-122.217,1590,8300
13699,3904910610,5/6/2015,700000.0,4,2.5,2490,7694,2.0,NO,NONE,Average,8 Good,2490,0.0,1987,0.0,98029,47.567,-122.016,2140,8126
4827,8097000380,8/18/2014,339900.0,3,2.5,2420,7423,2.0,NO,NONE,Average,8 Good,2420,0.0,1990,0.0,98092,47.3199,-122.186,2260,7629
17408,3861440010,7/15/2014,302000.0,4,2.75,2030,9120,1.0,NO,NONE,Good,7 Average,2030,0.0,1988,0.0,98003,47.282,-122.303,1790,7627
807,6067900060,6/5/2014,565000.0,3,2.75,2390,9966,1.0,NO,NONE,Very Good,8 Good,1360,1030.0,1977,0.0,98006,47.5433,-122.185,2140,10713
3907,809002485,3/27/2015,716000.0,3,1.5,1140,4800,1.5,NO,NONE,Average,7 Average,1140,0.0,1915,0.0,98109,47.6368,-122.354,1260,4800
14333,1868901120,6/6/2014,660000.0,3,1.75,1980,3300,1.5,,NONE,Good,7 Average,1140,840.0,1926,0.0,98115,47.6733,-122.298,1590,5000
17486,8151600101,1/16/2015,115000.0,2,1.0,790,7252,1.0,NO,NONE,Average,5 Fair,790,0.0,1930,0.0,98146,47.5048,-122.365,1260,11470
7023,1021049022,5/20/2014,415000.0,2,1.0,1050,60113,1.0,NO,NONE,Good,7 Average,1050,0.0,1943,,98001,47.3226,-122.287,1380,27442
1956,4123810140,2/27/2015,429800.0,3,2.0,1970,7000,1.0,NO,NONE,Average,8 Good,1970,0.0,1986,,98038,47.3744,-122.043,1970,7365
10637,2206700070,10/13/2014,435000.0,3,1.0,1120,9656,1.0,,NONE,Very Good,7 Average,1120,0.0,1955,,98006,47.567,-122.139,1720,9908
9343,8127700735,6/16/2014,1100000.0,4,4.0,3530,8400,2.0,NO,NONE,Very Good,8 Good,2630,900.0,1958,,98199,47.6402,-122.395,2340,8216
15161,425049181,9/12/2014,350000.0,2,1.5,1070,937,3.0,NO,NONE,Average,8 Good,1070,0.0,2003,0.0,98115,47.6761,-122.3,1100,3200
11404,7211402105,11/26/2014,106000.0,1,1.0,560,5700,1.0,NO,NONE,Average,5 Fair,560,0.0,1947,0.0,98146,47.511,-122.359,1120,5000
19548,1625069101,7/7/2014,1360000.0,4,3.0,5430,108900,2.0,NO,NONE,Good,10 Very Good,5430,0.0,1987,,98053,47.6582,-122.038,3170,107076
2402,293910030,10/8/2014,655000.0,4,2.5,2570,4412,2.0,NO,NONE,Average,9 Better,2570,0.0,2001,0.0,98034,47.7076,-122.232,2460,5470
5184,3145600250,3/17/2015,190000.0,2,1.0,670,3101,1.0,NO,NONE,Good,6 Low Average,670,0.0,1948,0.0,98118,47.5546,-122.274,1660,4100
14698,1180005280,7/23/2014,239950.0,4,1.0,1460,6000,1.0,NO,NONE,Good,7 Average,730,730.0,1941,0.0,98178,47.4952,-122.224,1190,6000
20680,8562770320,1/14/2015,554000.0,3,2.5,2140,4126,2.0,NO,NONE,Average,8 Good,1960,180.0,2005,0.0,98027,47.5368,-122.073,2280,2615
10283,1552510160,10/30/2014,488500.0,3,2.75,1820,9490,2.0,NO,NONE,Average,7 Average,1820,0.0,1994,0.0,98011,47.7481,-122.178,1950,8851
12719,3241600150,5/5/2014,287000.0,3,1.0,1450,6000,1.0,NO,NONE,Good,7 Average,1450,0.0,1953,0.0,98118,47.5238,-122.287,1170,6464
8095,7461420230,3/25/2015,336500.0,4,1.75,1760,7268,1.0,NO,NONE,Good,7 Average,1080,680.0,1979,0.0,98058,47.4267,-122.148,1830,8786
9890,1250201550,9/25/2014,735000.0,3,2.0,1610,3600,2.0,NO,AVERAGE,Very Good,8 Good,1610,0.0,1925,,98144,47.5969,-122.293,2540,6600
15086,7504180170,7/7/2014,410000.0,3,2.25,1450,19206,2.0,,NONE,Average,7 Average,1450,0.0,1989,0.0,98074,47.62,-122.052,1710,21485
18521,6430000945,12/4/2014,665000.0,2,2.0,1615,4590,1.5,NO,NONE,Very Good,8 Good,1615,0.0,1906,0.0,98103,47.6886,-122.348,1470,4590
7566,192000120,5/20/2014,320000.0,3,1.75,1480,7225,1.0,,NONE,Good,7 Average,1480,?,1965,0.0,98056,47.51300000000001,-122.185,1430,7201
11126,3897100640,11/3/2014,825000.0,3,2.25,2520,7975,2.0,NO,NONE,Good,9 Better,1550,970.0,1990,0.0,98033,47.6704,-122.183,2520,9900
14719,3438501020,11/5/2014,308500.0,2,2.0,840,14564,1.5,NO,NONE,Very Good,6 Low Average,840,0.0,1942,0.0,98106,47.5499,-122.36,1430,7920
20800,5556300116,12/29/2014,1110000.0,5,2.75,3300,7560,2.0,NO,NONE,Average,10 Very Good,3300,0.0,2007,0.0,98052,47.6467,-122.118,3150,8580
5368,3148750050,3/25/2015,231000.0,3,2.5,1370,7247,2.0,NO,NONE,Average,7 Average,1370,0.0,1995,0.0,98032,47.3767,-122.303,1720,8085
6928,5153200651,3/16/2015,223000.0,3,1.0,1220,71191,1.0,NO,NONE,Average,6 Low Average,1220,0.0,1952,0.0,98023,47.3261,-122.353,1960,15378
9603,3914000090,4/21/2015,541500.0,3,1.75,2320,55847,1.0,,AVERAGE,Good,8 Good,2320,0.0,1960,0.0,98001,47.3121,-122.253,2400,26112
17666,424049283,4/15/2015,345000.0,2,1.5,830,1034,2.0,NO,NONE,Average,8 Good,830,0.0,2009,0.0,98144,47.5926,-122.3,1130,2534
8901,1118001560,7/10/2014,1910000.0,4,3.0,4460,6833,2.0,NO,NONE,Average,10 Very Good,3140,1320.0,1955,2007.0,98112,47.6342,-122.289,3130,7450
17288,2513500010,5/4/2015,747000.0,2,1.0,990,4000,1.0,NO,NONE,Good,7 Average,990,0.0,1911,0.0,98103,47.6589,-122.341,1560,4000
11795,3204850140,11/12/2014,362000.0,5,2.5,2880,8216,2.0,NO,NONE,Average,8 Good,2880,0.0,2001,0.0,98030,47.3747,-122.185,1960,7200
11268,2461900550,12/16/2014,500000.0,4,1.75,2040,6000,1.0,NO,NONE,Very Good,7 Average,1020,1020.0,1943,0.0,98136,47.5507,-122.383,1440,6000
7384,8925100255,6/12/2014,1180000.0,4,2.5,3200,7500,1.5,NO,FAIR,Very Good,8 Good,1860,1340.0,1948,0.0,98115,47.6826,-122.274,2500,6500
18078,2560800165,3/16/2015,180500.0,2,1.0,850,5000,1.0,NO,NONE,Average,6 Low Average,850,0.0,1976,0.0,98198,47.3817,-122.314,1160,5000
18978,7923700330,5/28/2014,510000.0,4,1.5,2040,8800,1.0,NO,NONE,Good,7 Average,1020,1020.0,1961,0.0,98007,47.5965,-122.139,1490,8800
17457,2205700470,1/22/2015,650500.0,5,4.25,3920,11412,2.0,NO,NONE,Average,7 Average,3920,0.0,1955,2005.0,98006,47.5766,-122.151,1400,9750
20945,7203140220,1/16/2015,389700.0,3,2.5,1720,3581,2.0,NO,NONE,Average,7 Average,1720,0.0,2011,0.0,98053,47.6861,-122.013,1720,3600
9460,2422049107,5/8/2014,350000.0,4,1.75,2250,13515,1.0,NO,NONE,Good,8 Good,2150,100.0,1940,0.0,98030,47.3789,-122.229,2150,12508
2462,1471630160,4/23/2015,353000.0,3,2.0,1210,14499,1.0,NO,NONE,Average,7 Average,1210,0.0,1984,0.0,98045,47.4705,-121.754,1570,15360
18275,1062100115,12/4/2014,405000.0,3,2.0,1450,6081,1.0,NO,NONE,Good,7 Average,1450,0.0,1969,0.0,98155,47.7522,-122.278,1880,6000
16652,7701990380,10/15/2014,795000.0,4,2.75,2890,16397,2.0,NO,NONE,Average,10 Very Good,2890,?,1997,0.0,98077,47.7102,-122.072,3170,16397
12942,2019200220,9/23/2014,160000.0,3,2.25,1470,8682,1.0,NO,NONE,Average,7 Average,1160,310.0,1985,0.0,98003,47.2729,-122.299,1670,8359
11708,6071400710,4/29/2015,648000.0,3,1.75,1610,10229,1.0,NO,NONE,Very Good,8 Good,1610,0.0,1961,0.0,98006,47.553,-122.174,2270,8800
16455,1568100380,10/16/2014,345000.0,2,1.0,1160,8504,1.0,,NONE,Good,7 Average,1160,0.0,1949,0.0,98155,47.7364,-122.295,1320,8504
9454,4310702876,11/3/2014,398500.0,2,2.5,1780,1311,3.0,,NONE,Average,8 Good,1350,430.0,2005,0.0,98103,47.6962,-122.34,1390,1227
19518,5078400035,4/2/2015,875000.0,4,1.75,2360,8286,1.0,NO,NONE,Average,7 Average,1320,1040.0,1952,0.0,98004,47.6226,-122.205,1680,7630
6509,7760400420,7/18/2014,255000.0,3,2.0,1590,8670,1.0,,NONE,Average,7 Average,1590,0.0,1994,0.0,98042,47.3725,-122.073,1590,9253
589,6909200575,3/14/2015,685000.0,3,2.0,2060,2900,1.5,,NONE,Very Good,8 Good,1330,730.0,1931,0.0,98144,47.5897,-122.292,1910,3900
13136,3782100155,5/27/2014,255000.0,3,1.0,960,8100,1.0,,NONE,Average,7 Average,960,0.0,1955,,98155,47.7766,-122.307,1120,8100
16549,642500080,12/12/2014,365000.0,4,2.5,2905,4874,2.0,NO,NONE,Average,9 Better,2905,0.0,2003,0.0,98031,47.4084,-122.169,2900,5271
8848,6163900032,1/9/2015,264950.0,2,1.0,770,7434,1.0,NO,NONE,Average,6 Low Average,770,0.0,1947,0.0,98155,47.7606,-122.32,1060,7453
4624,3885805325,7/31/2014,710000.0,4,2.75,2090,8064,2.0,NO,NONE,Very Good,7 Average,2090,0.0,1967,0.0,98033,47.6829,-122.195,1460,8400
6845,4027700726,9/8/2014,470101.0,4,2.5,2320,7800,2.0,NO,NONE,Average,8 Good,2320,0.0,1986,0.0,98028,47.7738,-122.266,2090,5721
14343,1245500730,12/8/2014,1010000.0,5,3.25,3510,10930,2.0,NO,NONE,Average,9 Better,3510,0.0,2013,,98033,47.6914,-122.21,1970,7488
10850,100600320,8/13/2014,213950.0,3,1.0,1430,7000,1.0,NO,NONE,Average,6 Low Average,1430,0.0,1968,,98023,47.3018,-122.369,1050,7700
8869,3750607974,5/9/2014,280000.0,4,2.0,2190,14439,1.0,NO,NONE,Good,7 Average,1180,1010.0,1977,0.0,98001,47.2702,-122.29,2160,14439
17970,3448001975,5/4/2015,351000.0,1,0.75,930,6600,1.0,NO,NONE,Average,6 Low Average,930,0.0,1924,0.0,98125,47.7127,-122.296,1590,6600
9424,4058801065,8/8/2014,272000.0,3,2.0,1200,5700,1.0,,NONE,Very Good,7 Average,1200,0.0,1942,0.0,98178,47.5031,-122.242,1190,6384
5454,1672000170,9/8/2014,575000.0,3,1.75,1890,11141,1.0,NO,NONE,Good,8 Good,1890,0.0,1968,0.0,98006,47.5697,-122.163,2720,11144
1449,2228900270,2/12/2015,302000.0,2,1.0,1010,6000,1.0,,NONE,Good,6 Low Average,1010,0.0,1944,0.0,98133,47.771,-122.353,1610,7313
17530,9477000080,7/14/2014,415000.0,4,1.5,1540,7886,2.0,NO,NONE,Average,7 Average,1540,0.0,1967,0.0,98034,47.734,-122.193,1550,7396
15849,5100401315,7/9/2014,395000.0,2,1.0,930,6380,1.0,NO,NONE,Good,7 Average,930,0.0,1940,0.0,98115,47.6915,-122.321,1180,6380
11454,6415100350,4/13/2015,405000.0,3,2.5,2160,10200,1.0,NO,NONE,Average,7 Average,1360,800.0,1978,0.0,98133,47.7295,-122.331,2010,7850
18478,1193000220,4/7/2015,689800.0,2,1.75,1370,3125,1.0,NO,NONE,Average,7 Average,1090,280.0,1950,0.0,98199,47.6492,-122.391,1730,5966
9803,2894700270,7/15/2014,275000.0,4,2.25,2670,10050,1.0,NO,NONE,Good,8 Good,1420,1250.0,1962,0.0,98032,47.3792,-122.28,2190,10050
1587,2004100075,3/26/2015,332000.0,2,1.0,1150,8138,1.0,NO,NONE,Average,7 Average,1150,0.0,1954,0.0,98155,47.737,-122.325,1300,8139
6686,4338800170,5/7/2014,246000.0,3,1.0,1400,7410,1.0,NO,NONE,Average,6 Low Average,1400,0.0,1944,0.0,98166,47.4798,-122.343,1070,7410
13558,1026069061,1/29/2015,682000.0,4,2.5,3600,203425,2.0,NO,NONE,Average,9 Better,3400,200.0,1979,0.0,98077,47.7597,-122.018,3150,202989
8806,2934800025,12/16/2014,353750.0,4,2.0,1710,7490,2.0,NO,NONE,Average,7 Average,1320,390.0,1956,,98166,47.4544,-122.357,1880,7704
3961,8815400735,5/29/2014,680000.0,3,2.25,2330,4000,1.5,NO,AVERAGE,Very Good,7 Average,1520,810.0,1927,0.0,98115,47.6732,-122.29,1870,4000
8923,8647800150,1/2/2015,273000.0,3,2.25,2160,7964,2.0,NO,NONE,Average,8 Good,2160,0.0,1991,0.0,98042,47.3622,-122.074,2000,7964
6078,8641500280,5/22/2014,270000.0,2,1.5,840,867,2.0,NO,NONE,Average,7 Average,840,0.0,2005,0.0,98115,47.6955,-122.304,840,1322
10956,6821102317,12/9/2014,535000.0,3,2.5,1850,1499,2.5,NO,NONE,Average,9 Better,1790,60.0,2005,,98199,47.6475,-122.396,1770,1539
20533,7853360300,9/4/2014,540000.0,4,3.5,3510,6005,2.0,NO,NONE,Average,8 Good,2750,760.0,2010,,98065,47.5168,-121.87,3090,5866
4006,5041300100,7/10/2014,639000.0,4,2.0,1840,5419,1.0,NO,NONE,Good,7 Average,920,920.0,1942,0.0,98199,47.6483,-122.404,1800,5419
4939,1136100006,1/27/2015,625000.0,2,1.5,1110,118047,1.0,,NONE,Average,7 Average,1110,0.0,1961,,98072,47.7467,-122.128,2970,43500
19298,7137950210,11/20/2014,342000.0,4,2.5,2380,7792,2.0,NO,NONE,Average,8 Good,2380,0.0,1993,0.0,98092,47.3273,-122.173,2260,7378
5898,8887001640,11/6/2014,416500.0,4,2.0,2280,39848,2.0,NO,NONE,Good,8 Good,2280,0.0,1991,,98070,47.5003,-122.465,1900,38472
14365,8024201714,11/17/2014,489000.0,3,1.75,2090,7667,1.0,NO,AVERAGE,Average,7 Average,1200,890.0,1952,,98115,47.7007,-122.312,1480,7666
18785,4037000925,3/27/2015,650000.0,5,2.25,2400,13450,1.0,NO,NONE,Very Good,7 Average,1200,1200.0,1957,0.0,98008,47.6007,-122.117,1950,10361
14011,1862900360,9/22/2014,315000.0,3,2.5,1950,9618,2.0,NO,NONE,Average,7 Average,1950,0.0,1992,0.0,98031,47.4068,-122.18,1890,7133
16968,8563030500,3/30/2015,539950.0,3,1.75,1820,9875,1.0,NO,NONE,Good,8 Good,1820,0.0,1966,0.0,98008,47.6243,-122.094,2670,10000
11460,7972603385,5/16/2014,245000.0,2,1.0,870,6150,1.0,NO,NONE,Average,6 Low Average,870,0.0,1941,0.0,98106,47.5256,-122.347,1120,6150
13157,1428000970,5/21/2014,540000.0,3,1.75,1300,62290,1.0,NO,NONE,Average,7 Average,1300,0.0,1983,0.0,98053,47.6529,-121.979,1850,52272
1260,3904901200,8/18/2014,530000.0,3,2.25,2010,11817,2.0,NO,NONE,Good,8 Good,2010,0.0,1986,0.0,98029,47.5665,-122.023,2190,10168
14391,2131200065,12/11/2014,265800.0,3,1.75,1460,7361,1.0,NO,NONE,Average,6 Low Average,1460,0.0,1982,0.0,98019,47.7436,-121.979,1460,7505
310,3416600800,2/9/2015,834000.0,4,2.5,2370,4000,1.5,NO,AVERAGE,Very Good,8 Good,1980,390.0,1928,,98144,47.601000000000006,-122.294,2440,5750
1716,226039282,7/28/2014,442500.0,6,2.5,2800,10490,1.0,NO,NONE,Average,7 Average,1400,1400.0,1968,0.0,98177,47.7735,-122.378,2290,8716
2052,5104510370,10/14/2014,297000.0,3,2.5,1690,4988,2.0,NO,NONE,Average,7 Average,1690,0.0,2002,0.0,98038,47.3561,-122.015,1830,4733
4668,1133000100,10/7/2014,540000.0,5,1.5,1940,10202,1.5,NO,NONE,Good,7 Average,1940,0.0,1940,,98125,47.7213,-122.31,1900,8000
4298,4024100961,7/28/2014,346950.0,3,1.75,1830,10954,1.0,NO,NONE,Average,7 Average,1830,0.0,1963,0.0,98155,47.7554,-122.306,1850,8624
3783,5130000090,9/9/2014,374950.0,3,2.5,2540,11562,1.0,NO,FAIR,Average,8 Good,1290,1250.0,1964,0.0,98028,47.7614,-122.229,2230,10310
1008,4310700570,12/10/2014,280300.0,2,1.0,920,5000,1.0,NO,NONE,Good,6 Low Average,490,430.0,1949,,98103,47.7008,-122.338,1500,5000
7347,1395500020,11/7/2014,279900.0,3,1.0,1400,10800,1.0,NO,NONE,Average,6 Low Average,1400,0.0,1962,0.0,98034,47.719,-122.202,1430,10000
10377,1150000340,11/18/2014,645500.0,4,2.5,2390,9638,2.0,NO,NONE,Average,10 Very Good,2390,0.0,1988,0.0,98029,47.5598,-122.018,2630,9258
18859,3205500230,8/11/2014,381000.0,3,1.75,1330,7216,1.0,NO,NONE,Average,7 Average,1330,0.0,1969,,98034,47.7199,-122.18,1500,8000
9878,173000140,7/22/2014,487000.0,3,1.75,1770,10125,2.0,NO,NONE,Average,7 Average,1770,0.0,1944,,98133,47.7289,-122.353,1680,9825
13159,2826049106,7/15/2014,490000.0,3,2.5,1930,7266,2.0,NO,NONE,Average,8 Good,1930,0.0,2005,0.0,98125,47.7191,-122.309,1930,7266
2773,9315100030,5/15/2014,190000.0,3,1.0,1090,8520,1.0,NO,NONE,Average,7 Average,1090,0.0,1967,0.0,98003,47.3364,-122.307,1190,8520
13026,4174600264,8/1/2014,402000.0,4,1.75,2430,5481,1.0,NO,NONE,Average,8 Good,1430,1000.0,1953,0.0,98108,47.5569,-122.298,2050,5508
12948,3344500085,10/15/2014,383000.0,4,1.75,2580,19607,1.0,NO,AVERAGE,Good,8 Good,1290,1290.0,1958,0.0,98056,47.5067,-122.197,1970,9569
16474,9542100005,10/24/2014,1130000.0,5,3.0,3690,10260,1.0,NO,EXCELLENT,Good,9 Better,2070,1620.0,1967,0.0,98005,47.5919,-122.176,3160,14000
1987,1180500070,11/24/2014,335000.0,4,2.5,2330,7050,2.0,NO,NONE,Average,8 Good,2330,0.0,1998,0.0,98178,47.5001,-122.231,1810,5424
18407,5153200506,7/31/2014,217000.0,3,1.0,1000,12000,1.0,NO,NONE,Average,7 Average,1000,0.0,1959,,98023,47.3321,-122.346,1490,14940
7279,8127700440,12/11/2014,654000.0,3,2.5,2570,5500,1.0,NO,NONE,Good,7 Average,1320,1250.0,1961,0.0,98199,47.6417,-122.397,1460,6250
2672,9407001610,7/15/2014,271900.0,3,1.75,1890,11875,1.0,,NONE,Average,7 Average,1230,660.0,1979,0.0,98045,47.4472,-121.774,1580,10920
16260,5466300130,9/17/2014,160000.0,2,2.5,1660,2258,2.0,NO,NONE,Average,7 Average,1660,0.0,1981,,98042,47.3793,-122.146,1740,2390
9175,6402700110,9/10/2014,585000.0,4,2.0,2400,12753,1.0,NO,NONE,Good,7 Average,2400,0.0,1962,0.0,98033,47.6947,-122.177,1830,12060
249,3797001895,4/22/2015,481000.0,3,1.75,1560,3000,1.0,NO,NONE,Good,6 Low Average,770,790.0,1918,0.0,98103,47.6846,-122.345,1390,3000
8185,1423200110,5/13/2015,180000.0,2,1.0,800,9450,1.0,NO,NONE,Average,6 Low Average,800,0.0,1958,0.0,98058,47.4563,-122.184,1090,9450
5884,9358002375,3/5/2015,420000.0,6,3.0,2290,6344,2.0,NO,NONE,Average,7 Average,2290,0.0,1980,0.0,98126,47.565,-122.37,1360,3202
20414,3034200087,12/12/2014,659950.0,5,3.0,3010,7357,2.0,NO,NONE,Average,9 Better,3010,0.0,2008,,98133,47.7226,-122.33,2370,8050
18855,1137800230,5/14/2014,450000.0,3,2.5,2910,17172,2.0,NO,NONE,Average,10 Very Good,2910,0.0,1989,0.0,98003,47.2789,-122.331,2910,20048
6589,2607720420,1/20/2015,445000.0,3,2.5,2250,9608,2.0,,NONE,Average,8 Good,2250,0.0,1994,0.0,98045,47.4865,-121.802,2020,9834
13780,7302000120,6/10/2014,695000.0,3,2.5,2550,45254,2.0,NO,NONE,Average,9 Better,2550,0.0,2001,,98053,47.6498,-121.964,2190,49222
18021,8856970530,12/8/2014,326995.0,3,2.5,1860,5321,2.0,NO,NONE,Average,7 Average,1860,0.0,2000,0.0,98038,47.3848,-122.033,1940,5205
627,8925100390,4/6/2015,1040000.0,3,1.75,1900,9375,1.0,NO,FAIR,Good,8 Good,1330,570.0,1941,0.0,98115,47.6821,-122.273,2760,9375
17754,9320990120,7/3/2014,345000.0,4,2.5,2040,5523,2.0,NO,NONE,Average,7 Average,2040,0.0,1999,0.0,98148,47.432,-122.328,1720,6646
13272,2215500205,5/5/2014,600000.0,3,1.75,1880,6360,1.0,NO,NONE,Good,7 Average,1040,840.0,1945,,98115,47.6878,-122.286,1770,6175
4765,2927600675,6/9/2014,480000.0,4,1.75,2220,6500,2.0,NO,GOOD,Good,8 Good,2220,0.0,1964,0.0,98166,47.4519,-122.375,2430,11600
20539,1085622540,2/23/2015,379500.0,4,2.5,2560,5102,2.0,NO,NONE,Average,8 Good,2560,0.0,2013,0.0,98092,47.3404,-122.181,2586,5059
16512,3751600430,12/26/2014,250000.0,3,1.75,1780,35233,1.0,NO,NONE,Good,8 Good,1420,360.0,1979,0.0,98001,47.2949,-122.269,1950,17334
19367,8635760490,9/2/2014,410000.0,3,2.5,1830,2839,2.0,NO,NONE,Average,8 Good,1830,0.0,1999,0.0,98074,47.6022,-122.021,1830,3011
18062,3715500110,12/1/2014,427000.0,3,1.75,1680,8610,1.0,NO,NONE,Good,7 Average,1290,390.0,1969,0.0,98034,47.7246,-122.173,1640,8809
13782,9100000040,8/7/2014,480000.0,3,1.75,1710,4080,1.0,NO,NONE,Good,7 Average,1130,580.0,1979,0.0,98136,47.5563,-122.392,1200,4080
12427,305000310,4/21/2015,630000.0,4,2.5,2540,8706,2.0,NO,NONE,Average,9 Better,2540,0.0,1997,,98075,47.5855,-122.031,2540,6239
6995,6377200010,12/8/2014,2180000.0,4,3.0,4750,21701,1.5,NO,NONE,Very Good,11 Excellent,4750,0.0,1976,0.0,98004,47.6454,-122.218,3120,18551
18298,324059076,3/11/2015,430000.0,4,1.5,1560,6534,1.0,NO,NONE,Good,7 Average,1560,0.0,1962,0.0,98007,47.6012,-122.152,1560,6969
6305,6600780130,5/2/2014,367500.0,4,3.0,3110,7231,2.0,,NONE,Average,8 Good,3110,0.0,1997,0.0,98092,47.3279,-122.191,2820,7311
20071,9477580110,6/26/2014,971971.0,4,3.75,3460,6738,2.0,NO,NONE,Average,11 Excellent,3460,0.0,2013,0.0,98059,47.506,-122.145,3340,6120
17750,1630700361,4/9/2015,583500.0,4,1.75,2860,48351,1.0,NO,NONE,Average,8 Good,1710,1150.0,1978,0.0,98077,47.7605,-122.085,2460,43560
18329,2944500330,8/25/2014,330000.0,4,2.5,2510,8580,2.0,NO,NONE,Good,8 Good,2510,0.0,1991,,98023,47.295,-122.37,2290,7809
12392,2064800890,4/15/2015,422500.0,3,1.0,1270,8920,1.0,NO,NONE,Very Good,7 Average,1270,0.0,1969,0.0,98056,47.534,-122.172,1590,8589
18150,5075400035,6/27/2014,280000.0,1,1.0,690,1950,1.0,NO,NONE,Average,6 Low Average,690,0.0,1928,0.0,98117,47.6849,-122.374,1650,4864
15472,1402900460,2/23/2015,335000.0,4,2.75,2190,9209,2.0,NO,NONE,Good,8 Good,2190,0.0,1996,0.0,98092,47.3341,-122.188,2430,6687
10703,6145601890,8/19/2014,415000.0,5,1.75,1960,3748,1.0,NO,NONE,Average,7 Average,980,980.0,1965,0.0,98133,47.7027,-122.349,1410,3844
9220,7856610490,8/5/2014,875000.0,5,2.5,2530,8564,2.0,NO,NONE,Good,8 Good,2530,0.0,1976,0.0,98006,47.5622,-122.153,2480,8714
4247,7202430110,6/25/2014,725000.0,3,2.5,2610,7510,2.0,NO,NONE,Average,9 Better,2610,0.0,1996,0.0,98052,47.6648,-122.137,2610,8458
21133,7203160190,10/29/2014,950000.0,5,4.0,4100,8120,2.0,NO,NONE,Average,9 Better,4100,0.0,2011,0.0,98053,47.6917,-122.02,4100,7625
11273,6603000030,12/17/2014,236000.0,3,1.75,1300,8976,1.0,NO,NONE,Average,7 Average,1300,0.0,1967,0.0,98003,47.3357,-122.305,1430,9750
9107,2113700485,12/10/2014,399990.0,5,2.75,1690,4000,1.0,NO,NONE,Very Good,7 Average,970,720.0,1943,0.0,98106,47.5312,-122.354,1240,4000
9497,8103000110,6/3/2014,280000.0,2,1.5,1480,15641,1.0,NO,NONE,Good,7 Average,1480,0.0,1940,0.0,98146,47.5008,-122.366,1520,7525
11241,2025770310,6/11/2014,785000.0,3,3.5,4500,21870,2.0,NO,NONE,Average,10 Very Good,4500,0.0,2004,0.0,98092,47.3043,-122.159,4670,23058
1273,567000392,11/3/2014,363000.0,2,2.0,920,1201,2.0,NO,NONE,Average,8 Good,800,120.0,2009,0.0,98144,47.5926,-122.295,1150,1161
5698,8564600080,11/6/2014,395000.0,3,2.0,1590,10229,1.0,NO,NONE,Average,7 Average,1590,0.0,1966,,98034,47.7239,-122.227,1320,10222
7678,1786810040,9/9/2014,698000.0,3,2.75,2640,11957,1.5,NO,NONE,Average,9 Better,2260,380.0,1978,0.0,98052,47.6491,-122.12,2640,12641
10988,1310700390,10/10/2014,320000.0,5,2.25,2630,8625,2.0,NO,NONE,Average,8 Good,2630,0.0,1966,0.0,98032,47.3619,-122.287,1880,8670
