,Unnamed: 0.1,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,geometry,police_dist,police_station_name,medical_dist,medical_name,school_dist,school_name,farmers_market_dist,farmers_market_name,view_y_n,basement_y_n,grade_10 Very Good,grade_11 Excellent,grade_5 Fair,grade_6 Low Average,grade_7 Average,grade_8 Good,grade_9 Better,condition_Average,condition_Fair,condition_Good,condition_Poor,condition_Very Good
3999,3999,7/24/2014,4,1.75,2290,7765,1.0,2290,0.0,1936,1953.0,98146,47.4997,-122.353,1240,8215,POINT (-122.353 47.4997),0.016982077623978728,Greenbridge Storefront,0.00586964538149155,Schicks Shadel,0.002847799183112074,West Seattle Montessori School & Academy,0.0356109615295219,Burien Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10303,10303,2/24/2015,3,2.75,2780,7200,1.5,1870,910.0,1913,0.0,98118,47.5632,-122.27,1700,7200,POINT (-122.27 47.5632),0.03395947990426036,Seattle Police South Precinct,0.013178621474198637,Kaiser Permanente - Rainier,0.010312170259920692,Orca K-8 School,0.016408210440017647,Columbia City Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1365,1365,9/5/2014,3,2.5,1981,5700,2.0,1981,0.0,2010,0.0,98030,47.3668,-122.178,1981,5894,POINT (-122.178 47.3668),0.017678885926195903,Police-Fire Training Center,0.02391139080642016,Kaiser Permanente - Kent,0.0043265461629573,Administration Center-Kent,0.02802361443462543,Kent East Hill Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13473,13473,10/15/2014,4,2.5,3130,7582,2.0,3130,0.0,2004,0.0,98075,47.577,-122.055,2990,6441,POINT (-122.055 47.577),0.030376454269949945,Sammamish Police Department,0.019368915662947208,Swedish Clinic Pine Lake,0.0197505509390116,Creekside Elementary School,0.027368963254318344,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14871,14871,4/2/2015,3,3.0,1730,1074,3.5,1730,0.0,2006,0.0,98107,47.6692,-122.392,1370,1185,POINT (-122.392 47.6692),0.05922557691605852,Seattle Police Harbor Patrol Office,0.006788970359634822,Swedish Clinic Ballard,0.004300888193106525,Adams Elementary School,0.009365142328150802,Ballard Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4636,4636,4/16/2015,2,1.0,700,5100,1.0,700,0.0,1953,0.0,98056,47.4957,-122.168,970,5811,POINT (-122.168 47.4957),0.042491050592372466,Renton Police Department,0.012454272575502185,Valley Medical Highlands Primary Care,0.004793347193336046,Honey Dew Elementary School,0.043082178719283465,Renton Farmers Market,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18475,18475,6/2/2014,3,1.5,1790,8203,1.5,1790,0.0,1910,0.0,98116,47.5768,-122.403,1960,6047,POINT (-122.403 47.5768),0.057980827993847586,Seattle Police Southwest Precinct,0.017009875613491945,Swedish West Seattle Primary Care,0.0048385402155137185,Alki Elementary School,0.02171348467596933,West Seattle Farmers Market,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1636,1636,7/23/2014,3,1.75,1490,9844,1.0,1190,300.0,1959,0.0,98155,47.7626,-122.297,1840,10150,POINT (-122.297 47.7626),0.021285337092158053,Lake Forest Park Police Department,0.04797087027160303,UW Clinic Shoreline,0.009193873058547228,Lake Forest Park Elementary School,0.02044825505727389,Lake Forest Park Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15094,15094,4/22/2015,4,3.75,4980,18069,2.0,4980,0.0,2006,0.0,98065,47.5348,-121.856,4080,14577,POINT (-121.856 47.5348),0.02115630389239697,Snoqualmie Police Department,0.0369372144546259,Snoqualmie Valley Hospital,0.01995034419307768,Cascade View Elementary School-Snoqualmie,0.08474967694865852,North Bend Farmers Market,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10781,10781,10/6/2014,3,3.25,1460,1254,3.0,1460,0.0,2000,0.0,98103,47.6535,-122.353,1400,1255,POINT (-122.353 47.6535),0.017230936521994453,Seattle Police Harbor Patrol Office,0.015326476966327784,Swedish Clinic Queen Anne,0.004144856360888389,B.F. Day Elementary School,0.017389161553129487,Queen Anne Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15650,15650,8/29/2014,3,2.5,1520,3425,2.0,1520,0.0,1986,0.0,98052,47.6801,-122.161,1640,3425,POINT (-122.161 47.6801),0.031195657096803806,Redmond Police Department,0.03244225214826328,Kaiser Permanente - Redmond at Riverpark,0.0073917034492196375,Rose Hill Elementary School,0.02411953868176933,Redmond Saturday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5778,5778,7/14/2014,3,1.5,1540,13475,1.0,1540,0.0,1972,0.0,98059,47.4766,-122.153,1550,13475,POINT (-122.153 47.4766),0.032182051919100896,Fairwood Storefront,0.013713954965858585,Valley Medical Highlands Primary Care,0.008277762034872608,Maplewood Heights Elementary School,0.055087391345278534,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6706,6706,6/23/2014,4,1.75,1450,8891,1.5,1180,270.0,1962,0.0,98168,47.478,-122.278,1450,9013,POINT (-122.278 47.478),0.010990493556879885,Tukwila Police Neighborhood Resource Center,0.01887032360732377,HealthPoint Tukwila,0.003890324140657783,Foster High School,0.006192465128319761,Tukwila Village Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5301,5301,5/15/2014,3,1.5,1490,8475,1.0,1490,0.0,1963,0.0,98052,47.6571,-122.133,1490,8540,POINT (-122.133 47.6571),0.023123063387223298,Redmond Police Department,0.016645143624085992,Kaiser Permanente - Redmond at Riverpark,0.007302810367599208,Benjamin Rush Elementary School,0.03243611361530465,Redmond Saturday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7127,7127,5/14/2014,4,1.5,1590,131551,1.0,1590,0.0,1966,0.0,98022,47.2558,-122.024,2280,108028,POINT (-122.024 47.2558),0.05745787409425272,Black Diamond Police Department,0.05904891528058545,St. Elizabeth Hospital,0.0433087173939017,Westwood Elementary School,0.06425053137200955,Enumclaw Plateau Farmers Market,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2066,2066,9/25/2014,3,1.75,1650,11220,1.0,1650,0.0,1969,0.0,98077,47.7567,-122.071,1340,10129,POINT (-122.071 47.7567),0.08610280705480583,Duvall Police Department,0.08170710872285021,UW Clinic Woodinville,0.009607330408338971,Bear Creek Elementary School,0.08508585364982252,Duvall Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7066,7066,9/23/2014,3,1.0,1720,16552,1.0,1720,0.0,1971,0.0,98059,47.4772,-122.153,1550,15457,POINT (-122.153 47.4772),0.03278174326673869,Fairwood Storefront,0.013142510351462898,Valley Medical Highlands Primary Care,0.00786844133942763,Maplewood Heights Elementary School,0.05505690570758976,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8640,8640,6/26/2014,2,1.0,620,2475,1.0,620,0.0,1911,0.0,98107,47.6655,-122.371,1290,2475,POINT (-122.371 47.6655),0.03879784663806754,Seattle Police Harbor Patrol Office,0.008824772252342222,Swedish Medical Center Ballard Campus,0.00751291501925429,St. Alphonsus School,0.012053450718121276,Ballard Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18120,18120,1/30/2015,4,1.5,1890,7540,1.0,1890,0.0,1967,0.0,98155,47.7534,-122.318,1890,8515,POINT (-122.318 47.7534),0.027489816555445714,Shoreline Police Department,0.034537643904033896,UW Clinic Shoreline,0.004269516061247118,Ridgecrest Elementary School,0.03302167040982803,Shoreline Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7217,7217,5/14/2015,4,2.5,2580,11780,2.0,2580,0.0,2003,0.0,98038,47.3658,-122.04,2410,8403,POINT (-122.04 47.3658),0.026815489855501785,Maple Valley Police Department,0.01756201238177308,Valley Medical Lake Sawyer Primary Care,0.013816434557631596,Tahoma High School,0.012996554025009622,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20947,20947,7/31/2014,3,1.5,1040,1264,2.0,900,140.0,2015,0.0,98144,47.5951,-122.301,1350,3000,POINT (-122.301 47.5951),0.02249147161300188,Metro Transit Police Unit,0.007221704704600947,Carolyn Downs Family Medical Center,0.0042520079552836225,Washington Middle School,0.017719454137502685,Madrona Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16460,16460,6/12/2014,3,1.0,1060,9525,1.0,1060,0.0,1966,0.0,98052,47.6855,-122.111,1630,9525,POINT (-122.111 47.6855),0.01959198887271377,Redmond Police Department,0.01380599268145398,HealthPoint Redmond,0.006606955879289013,Horace Mann Elementary School,0.027829133873699032,Redmond Saturday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,122,4/6/2015,2,1.0,770,6000,1.0,770,0.0,1953,0.0,98117,47.6999,-122.364,1710,6000,POINT (-122.364 47.6999),0.02937630108076319,Seattle Police North Precinct,0.02233898198500793,Blood Bank-Northend,0.006718388053359844,Viewlands Elementary School,0.02376993755041785,Phinney Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2714,2714,4/24/2015,3,1.75,1380,9134,1.0,880,500.0,1981,0.0,98056,47.5087,-122.193,1400,8190,POINT (-122.193 47.5087),0.036112366226185695,Renton Police Department,0.022073279257280882,Kaiser Permanente - Renton,0.009739125209473315,McKnight Middle School,0.03265136135256007,Renton Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20707,20707,7/3/2014,3,1.5,1400,1022,3.0,1400,0.0,2007,0.0,98115,47.6989,-122.317,1270,1205,POINT (-122.317 47.6989),0.01823353261218709,Seattle Police North Precinct,0.0070675909696205404,Kaiser Permanente - Northgate,0.004316723516622118,Olympic View Elementary School-Seattle,0.028100724019430045,Lake City Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16653,16653,8/12/2014,3,2.0,1390,10155,1.0,1130,260.0,1980,0.0,98003,47.2575,-122.305,1790,10155,POINT (-122.305 47.2575),0.05122734510630576,Federal Way Police Department,0.03669062722271695,Federal Way CBOC (Valor Healthcare),0.017210281980438467,Rainier View Elementary School-Federal Way,0.061280681863713674,Federal Way Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12970,12970,10/10/2014,3,2.5,3080,7363,2.0,3080,0.0,2006,0.0,98055,47.4473,-122.205,2860,5273,POINT (-122.205 47.4473),0.02729821126207817,Renton Police Department,0.007495837603551563,Pacific Medical Center Renton,0.011832996926549641,Renton Academy,0.03253680122266213,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
983,983,5/27/2014,2,1.0,880,7683,1.0,880,0.0,1942,0.0,98177,47.7145,-122.361,1370,7695,POINT (-122.361 47.7145),0.02865556906458248,Seattle Police North Precinct,0.02113160187340217,Blood Bank-Northend,0.007494908029991992,Christ the King School,0.03038350383706256,Shoreline Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14150,14150,6/11/2014,3,1.0,1140,5500,1.5,1140,0.0,1908,0.0,98199,47.6606,-122.395,1690,4400,POINT (-122.395 47.6606),0.05926585992968125,Seattle Police Harbor Patrol Office,0.012785410084414186,Swedish Clinic Ballard,0.006238869686455341,Lawton Elementary School,0.013413196416605185,Ballard Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17298,17298,6/13/2014,3,2.5,4310,32093,1.5,2510,1800.0,1982,0.0,98177,47.7624,-122.38,3810,26400,POINT (-122.38 47.7624),0.03644954520359736,Shoreline Police Department,0.040482248439065685,UW Clinic Shoreline,0.011900837350133038,Syre Elementary School,0.036707508772268055,Shoreline Farmers Market,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6965,6965,7/28/2014,4,2.0,2970,52567,2.0,2970,0.0,1924,1985.0,98072,47.7333,-122.128,3280,46676,POINT (-122.128 47.7333),0.03944889509625856,Woodinville Police Department,0.03315845706423149,UW Clinic Woodinville,0.0203555353918964,Sunrise Elementary School-Northshore,0.03595822654629921,Woodinville Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11707,11707,7/25/2014,4,2.75,2160,4205,1.0,1080,1080.0,1969,0.0,98125,47.7081,-122.276,2450,6014,POINT (-122.276 47.7081),0.04583582191266414,Lake Forest Park Police Department,0.04520290990189101,Kindred Hospital Seattle - Northgate,0.008669481768669406,John Rogers Elementary School,0.024821604218452174,Lake City Farmers Market,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9920,9920,7/24/2014,4,2.5,2740,10533,2.0,2740,0.0,1997,0.0,98074,47.6095,-122.006,2760,8603,POINT (-122.006 47.6095),0.03187062474133188,Sammamish Police Department,0.040370467630638174,Swedish Pine Lake Primary Care,0.01377355984090739,Rachel Carson Elementary School,0.07360081527968408,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1319,1319,2/2/2015,3,1.5,1380,6657,2.0,1380,0.0,1986,0.0,98034,47.7085,-122.217,1420,8187,POINT (-122.217 47.7085),0.031882756254005024,Kirkland Police Department,0.01668421223669211,Fairfax Hospital,0.012059045104128065,Juanita Elementary School,0.004207256687053426,Juanita Friday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6536,6536,11/21/2014,3,2.5,1990,4936,2.0,1990,0.0,2004,0.0,98075,47.5911,-122.018,2250,4815,POINT (-122.018 47.5911),0.02140342641671441,Sammamish Police Department,0.020249154564560216,Swedish Pine Lake Primary Care,0.01524667501283619,Sunny Hills Elementary School,0.05168175886612378,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1758,1758,5/20/2014,3,2.5,2660,4975,2.0,2660,0.0,2014,0.0,98118,47.5487,-122.272,1840,6653,POINT (-122.272 47.5487),0.023666592276676744,Seattle Police South Precinct,0.00944212692548679,Kaiser Permanente - Rainier,0.0045136067183771614,Graham Hill Elementary School,0.017354202576139146,Columbia City Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
18736,18736,2/11/2015,3,1.75,1260,3604,1.0,1260,0.0,2012,0.0,98042,47.3612,-122.103,1430,3767,POINT (-122.103 47.3612),0.01519871439815469,Covington Police Department,0.013846012621308293,Valley Medical Covington,0.005468295401390564,Rainier Christian High School,0.07413220645550771,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14161,14161,10/31/2014,3,1.0,1480,4200,1.5,1480,0.0,1925,0.0,98122,47.6147,-122.298,1460,3600,POINT (-122.298 47.6147),0.01927895906259942,Seattle Police East Precinct,0.00966823253416924,Hearing Speech and Deafness Center,0.006967660303875122,Nova High School,0.003282726609732911,Madrona Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20664,20664,9/22/2014,4,2.5,1710,3500,2.0,1710,0.0,2014,0.0,98002,47.3448,-122.217,1710,3500,POINT (-122.217 47.3448),0.026898883256385068,Corrections Facility (Jail),0.013919682204230623,HealthPoint at Valley Cities Auburn,0.013839863707051158,Kent View Christian Elementary School,0.03954258890607628,Kent East Hill Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11231,11231,2/18/2015,3,3.5,1740,1975,2.0,1310,430.0,1998,0.0,98122,47.6085,-122.311,1740,1975,POINT (-122.311 47.6085),0.00897897651408062,Seattle Police East Precinct,0.0010970601173795694,Swedish Cherry Hill Campus,0.0026921018362392416,Lake Washington Girls Middle School,0.015427946655103922,Madrona Farmers Market,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8895,8895,5/27/2014,5,3.0,2750,3800,1.5,1750,1000.0,1926,0.0,98115,47.6845,-122.313,1900,3800,POINT (-122.313 47.6845),0.028536424646414826,Seattle Police North Precinct,0.005644927114638887,Swedish Clinic Green Lake,0.0056146297769301,Fairview Christian School,0.019800436494985054,University District Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10719,10719,3/16/2015,3,1.75,1760,8266,1.0,1760,0.0,1954,0.0,98133,47.7708,-122.339,1400,8519,POINT (-122.339 47.7708),0.00861070890597377,Shoreline Police Department,0.007763568697280851,UW Clinic Shoreline,0.0007481776616186426,Echo Lake Elementary School,0.030085491811881637,Shoreline Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3091,3091,8/5/2014,3,2.5,2060,7458,2.0,2060,0.0,1989,0.0,98023,47.3045,-122.351,2480,7743,POINT (-122.351 47.3045),0.024442470245735055,Federal Way Police Department,0.020558820065776844,Virginia Mason Clinic-Federal Way,0.005803968597854438,Silver Lake Elementary School,0.04417422557911906,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8696,8696,7/5/2014,4,2.5,2700,4275,2.0,2700,0.0,2004,0.0,98115,47.6725,-122.327,1810,4500,POINT (-122.327 47.6725),0.02275759895389559,UW Police Department,0.01281323234300036,Swedish Clinic Green Lake,0.004240697806231047,F.A. McDonald International Elementary School,0.009204003042482412,Wallingford Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9064,9064,7/25/2014,3,1.5,1990,5978,1.5,1990,0.0,1926,0.0,98198,47.3449,-122.329,2100,6221,POINT (-122.329 47.3449),0.04100458178659802,Federal Way Police Department,0.030447505076562506,HealthPoint Midway,0.007351186618828051,Nautilus K-8 School,0.03291823526898243,Federal Way Farmers Market,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16057,16057,2/13/2015,4,2.5,2181,5521,2.0,2181,0.0,2006,0.0,98001,47.3503,-122.291,2333,5143,POINT (-122.291 47.3503),0.024900423613680504,Lake Dolloff Storefront,0.021265514401182163,HealthPoint Midway,0.009256886594298332,Valhalla Elementary School,0.03649353508718697,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14781,14781,11/20/2014,2,1.0,880,6900,1.0,880,0.0,1943,0.0,98056,47.4903,-122.191,1060,8000,POINT (-122.191 47.4903),0.02095783298554813,Renton Police Department,0.0040146141487723,Kaiser Permanente - Renton,0.010102288767387193,Highlands Elementary School,0.02003510210698609,Renton Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9058,9058,9/3/2014,4,3.5,3770,47480,2.0,3770,0.0,2003,0.0,98010,47.3552,-121.99,3380,42689,POINT (-121.99 47.3552),0.04776977461085374,Black Diamond Police Department,0.06548072953540893,Valley Medical Lake Sawyer Primary Care,0.020379690927222558,Summit Trail Middle School,0.04423913455713915,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1252,1252,8/8/2014,3,1.75,2270,9000,1.0,1330,940.0,1978,0.0,98023,47.3077,-122.381,2090,8400,POINT (-122.381 47.3077),0.05456446236864018,Federal Way Police Department,0.049767318467981235,Kaiser Permanente - Federal Way,0.008325452440165271,Brigadoon Elementary School,0.07267810059921921,Federal Way Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5419,5419,6/23/2014,4,2.5,3030,29163,2.0,3030,0.0,1998,0.0,98053,47.6569,-122.02,2780,40669,POINT (-122.02 47.6569),0.05806136094205847,Sammamish Police Department,0.07552297369301747,Swedish Pine Lake Primary Care,0.0195675242402259,Tesla STEM High School,0.04393352004662927,Sammamish Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21151,21151,12/10/2014,3,2.5,1322,6006,2.0,1322,0.0,2009,0.0,98001,47.2706,-122.254,1440,6796,POINT (-122.254 47.2706),0.00850288547999248,Pacific Police Department,0.045279211649239405,MultiCare Auburn Medical Center,0.0050167922497866176,Alpac Elementary School,0.04566091672401861,Auburn International Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8539,8539,3/17/2015,4,2.5,2310,6320,2.0,2310,0.0,1997,0.0,98092,47.3287,-122.167,1850,6181,POINT (-122.167 47.3287),0.056876884959642236,Police-Fire Training Center,0.05182151074127603,HealthPoint at Valley Cities Auburn,0.009180417596555994,Lea Hill Elementary School,0.05908298424998646,Auburn International Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13457,13457,5/22/2014,3,2.75,2890,12130,2.0,2830,60.0,1987,0.0,98033,47.6505,-122.203,2415,11538,POINT (-122.203 47.6505),0.02089741855228892,Clyde Hill Police Department,0.030546353487960195,UW Eastide Speciality,0.008856705578052907,Emerson K-12,0.024021498663924584,Bellevue Farmers Market,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20545,20545,11/17/2014,4,2.5,2714,12558,2.0,2714,0.0,2014,0.0,98031,47.3522,-122.201,2873,8269,POINT (-122.201 47.3522),0.03263121502287303,Police-Fire Training Center,0.01634572797825885,Kaiser Permanente - Kent,0.005367458614494723,Meadow Ridge Elementary School,0.02917859203490817,Kent East Hill Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1125,1125,9/22/2014,3,1.0,1480,5670,1.0,780,700.0,1944,0.0,98106,47.5175,-122.36,760,5040,POINT (-122.36 47.5175),0.0046759511404493035,White Center Storefront,0.017821291424673657,Navos Mental Health Solutions,0.0007478997912875601,Holy Family Bilingual Catholic School,0.05181686258172443,West Seattle Farmers Market,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3244,3244,3/30/2015,5,2.0,2000,3000,1.5,1200,800.0,1931,0.0,98122,47.6028,-122.298,1330,4000,POINT (-122.298 47.6028),0.022770965435333586,Seattle Police East Precinct,0.006814157410490161,Carolyn Downs Family Medical Center,0.003401601597329352,Seattle Girls School,0.009511838193745844,Madrona Farmers Market,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11890,11890,9/9/2014,4,3.5,3420,33106,2.0,3420,0.0,2004,0.0,98010,47.3554,-121.986,3420,36590,POINT (-121.986 47.3554),0.049163953415427335,Black Diamond Police Department,0.06947238091368757,Valley Medical Lake Sawyer Primary Care,0.02250133334671076,Summit Trail Middle School,0.04780764818109911,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9175,9175,9/10/2014,4,2.0,2400,12753,1.0,2400,0.0,1962,0.0,98033,47.6947,-122.177,1830,12060,POINT (-122.177 47.6947),0.01451497676738776,Kirkland Police Department,0.021177929516314992,EvergreenHealth Medical Center,0.011027716502509357,Mark Twain Elementary School-Lake Washington,0.034562012860999414,Kirkland Wednesday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15755,15755,8/30/2014,3,1.0,1040,4480,1.0,870,170.0,1924,0.0,98109,47.6461,-122.356,1730,4200,POINT (-122.356 47.6461),0.01836461011795384,Seattle Police Harbor Patrol Office,0.0074216000762440185,Swedish Clinic Queen Anne,0.0026235929924050545,Cascade Parent Partnership Program,0.00960931419559344,Queen Anne Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1592,1592,6/3/2014,3,1.75,1620,4200,1.0,830,790.0,1945,0.0,98115,47.6743,-122.285,1580,5000,POINT (-122.285 47.6743),0.038361312822770825,UW Police Department,0.011490299251180846,Virginia Mason Clinic-Sand Point,0.007444342070883606,Concordia Lutheran School,0.02960348776448652,University District Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16612,16612,7/28/2014,3,1.75,2150,3503,2.0,1870,280.0,1921,0.0,98112,47.6285,-122.303,3920,6402,POINT (-122.303 47.6285),0.019704765056475015,Seattle Police East Precinct,0.006450836693638979,Country Doctor Community Clinic,0.002429638923351231,Holy Names Academy,0.017833568556474576,Madrona Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1465,1465,6/5/2014,3,1.0,1050,7500,1.0,1050,0.0,1900,0.0,98136,47.5473,-122.396,1380,7500,POINT (-122.396 47.5473),0.03595490798487482,Seattle Police Southwest Precinct,0.02738618483137994,Swedish West Seattle Primary Care,0.01029367663894792,Gatewood Elementary School,0.01595093293041506,West Seattle Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8396,8396,10/22/2014,3,1.0,1070,5750,1.0,1070,0.0,1952,0.0,98178,47.5071,-122.255,1420,6500,POINT (-122.255 47.5071),0.022930822516764964,West Hill Storefront,0.04524107905992173,Highline Medical Center Speciality Campus,0.006071438888639143,Amazing Grace Christian School,0.04305191678824967,Tukwila Village Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7681,7681,1/16/2015,3,1.0,1570,7727,1.0,1270,300.0,1958,0.0,98056,47.4821,-122.192,2440,7727,POINT (-122.192 47.4821),0.014906225986074146,Renton Police Department,0.004573065334188107,Kaiser Permanente - Renton,0.00983887136920416,Renton Prep Christian School,0.016179465756803485,Renton Farmers Market,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
