,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
18810,12/8/2014,3,1.0,1850,5000,1.5,NO,NONE,Average,7 Average,1850,0.0,1922,0.0,98103,47.6727,-122.351,1850,5000
19502,6/25/2014,4,2.5,2070,5415,2.0,NO,NONE,Average,8 Good,2070,0.0,1996,0.0,98029,47.5706,-122.006,2120,5331
18658,12/8/2014,3,2.5,2680,87117,1.0,NO,NONE,Average,7 Average,1340,1340.0,1989,0.0,98024,47.5646,-121.935,2580,87117
9203,2/20/2015,3,2.25,1250,952,3.0,,NONE,Average,8 Good,1250,0.0,2008,0.0,98133,47.7098,-122.333,1250,1030
17961,12/6/2014,3,2.25,2160,6527,2.0,NO,NONE,Good,7 Average,1580,580.0,1987,0.0,98034,47.7292,-122.212,1950,9675
10183,6/9/2014,4,2.5,2330,9928,2.0,NO,NONE,Average,8 Good,2330,0.0,1998,0.0,98045,47.4836,-121.783,2430,8175
13565,7/18/2014,4,2.75,2140,8100,2.0,NO,NONE,Good,7 Average,2140,0.0,1990,0.0,98023,47.3075,-122.359,1960,7002
16280,5/8/2014,5,3.25,2800,3200,1.5,NO,NONE,Very Good,10 Very Good,1910,890.0,1932,2002.0,98109,47.6421,-122.35,2450,3500
19866,2/18/2015,2,1.75,1510,851,3.0,NO,NONE,Average,8 Good,1420,90.0,2013,0.0,98107,47.6536,-122.358,1300,1338
7193,6/6/2014,4,4.0,4270,6002,2.0,NO,GOOD,Average,10 Very Good,3180,1090.0,2004,0.0,98029,47.5443,-121.994,4280,5942
18489,1/5/2015,3,1.0,920,4800,1.0,NO,NONE,Good,6 Low Average,780,140.0,1926,0.0,98117,47.6937,-122.362,1370,4800
6823,1/12/2015,4,2.5,2220,4720,2.0,NO,NONE,Average,7 Average,2220,0.0,1998,0.0,98038,47.3541,-122.024,2090,4717
20824,9/4/2014,5,3.5,3560,5008,2.0,NO,NONE,Average,8 Good,2810,750.0,2013,0.0,98106,47.5542,-122.359,2910,5026
781,6/12/2014,3,1.75,1590,8219,1.5,NO,NONE,Very Good,6 Low Average,970,620.0,1938,0.0,98034,47.7146,-122.217,2030,7504
14939,8/15/2014,5,3.5,4370,12240,2.0,NO,NONE,Average,11 Excellent,3270,1100.0,1990,0.0,98004,47.582,-122.199,2980,12800
18133,3/26/2015,3,2.75,2692,6197,2.0,NO,NONE,Average,9 Better,2692,0.0,2007,0.0,98030,47.3569,-122.202,2336,5700
10983,8/27/2014,3,2.5,2740,18455,2.0,NO,FAIR,Good,10 Very Good,1510,1230.0,1977,,98040,47.5585,-122.215,2840,16438
6519,3/23/2015,2,1.0,830,5000,1.0,NO,NONE,Good,7 Average,830,0.0,1921,0.0,98103,47.6914,-122.352,1110,5000
5774,3/20/2015,4,2.0,1600,10160,1.0,,NONE,Good,7 Average,1600,0.0,1972,,98022,47.2015,-122.003,1540,9352
13171,1/14/2015,4,2.0,1700,8043,1.0,NO,NONE,Average,7 Average,850,850.0,1954,0.0,98168,47.4758,-122.288,1540,13260
9283,8/26/2014,2,1.5,1010,2102,2.0,NO,NONE,Average,7 Average,1010,0.0,1984,0.0,98119,47.6374,-122.375,1480,2632
9369,12/2/2014,3,2.5,1860,10027,2.0,NO,NONE,Average,8 Good,1860,0.0,1993,0.0,98033,47.6775,-122.165,1530,9204
20710,7/11/2014,4,3.25,3420,6752,2.0,,AVERAGE,Average,9 Better,3030,390.0,2012,0.0,98065,47.517,-121.876,3010,5172
18708,3/23/2015,3,1.0,1010,7520,1.0,NO,NONE,Good,6 Low Average,1010,0.0,1975,0.0,98001,47.2699,-122.255,1370,8469
10271,6/19/2014,5,3.75,3090,7415,2.0,NO,NONE,Average,8 Good,3090,0.0,2014,0.0,98166,47.435,-122.329,2790,7425
5055,5/7/2014,3,2.0,1760,9055,2.0,NO,NONE,Good,7 Average,1760,0.0,1985,,98052,47.6534,-122.128,2010,9383
10800,3/21/2015,3,2.0,1300,3000,2.0,NO,NONE,Average,7 Average,1300,0.0,1986,0.0,98115,47.6728,-122.325,1670,4500
20546,6/11/2014,3,2.25,1630,2520,2.0,NO,NONE,Average,7 Average,1630,0.0,2005,,98029,47.5493,-121.998,1630,3131
1727,5/14/2014,5,2.5,2540,3832,2.0,NO,NONE,Very Good,8 Good,1760,780.0,1929,0.0,98117,47.6848,-122.398,2000,5289
16994,12/26/2014,4,2.5,2650,5706,2.0,NO,NONE,Average,9 Better,2650,0.0,2005,0.0,98042,47.3515,-122.164,2760,5749
16009,3/12/2015,3,1.0,1110,4800,1.5,,NONE,Average,7 Average,1110,0.0,1946,0.0,98117,47.6857,-122.378,1510,4320
4666,3/9/2015,3,2.5,1770,5146,2.0,,NONE,Average,7 Average,1770,0.0,1992,0.0,98106,47.5263,-122.356,1230,5160
8535,8/25/2014,4,2.75,4010,87555,2.0,NO,NONE,Average,10 Very Good,4010,0.0,2004,0.0,98038,47.4299,-121.998,2451,209523
3750,8/25/2014,5,2.0,3930,10150,1.5,NO,NONE,Good,8 Good,3070,860.0,1968,0.0,98008,47.6317,-122.114,2200,8190
12924,12/11/2014,4,2.5,2070,8658,2.0,NO,NONE,Average,8 Good,2070,0.0,1999,0.0,98178,47.5072,-122.257,2010,7215
12722,1/6/2015,4,2.25,2020,12500,2.0,NO,NONE,Fair,8 Good,2020,0.0,1966,0.0,98056,47.5403,-122.175,1800,13175
11407,5/28/2014,2,2.0,1700,3171,1.0,NO,NONE,Very Good,5 Fair,850,850.0,1927,0.0,98002,47.3025,-122.224,1380,5906
97,9/12/2014,4,1.5,1160,6400,1.0,NO,NONE,Good,7 Average,1160,0.0,1975,0.0,98023,47.3036,-122.378,1160,6400
3137,3/23/2015,3,1.75,1120,10450,1.0,NO,NONE,Average,7 Average,1120,0.0,1973,,98045,47.4418,-121.772,1250,10414
13368,9/19/2014,2,1.0,720,5600,1.0,NO,NONE,Good,7 Average,720,0.0,1920,0.0,98116,47.5641,-122.391,1330,5600
14357,1/24/2015,3,2.25,1870,4894,2.0,,NONE,Good,8 Good,1750,120.0,1992,0.0,98033,47.6943,-122.19,1920,5988
17921,2/17/2015,3,1.75,2180,6120,1.0,NO,AVERAGE,Average,8 Good,1380,800.0,1949,0.0,98199,47.6501,-122.405,2020,6122
13140,3/19/2015,4,2.25,1830,7200,2.0,NO,AVERAGE,Average,8 Good,1750,80.0,1923,0.0,98112,47.6315,-122.282,3100,7200
15177,5/6/2015,4,3.0,2270,7245,1.0,NO,NONE,Average,7 Average,1410,860.0,1979,0.0,98155,47.7722,-122.315,1740,7571
3648,4/21/2015,5,2.0,3160,3990,1.5,NO,NONE,Average,7 Average,1870,1290.0,1923,0.0,98103,47.654,-122.337,1780,4240
10849,9/29/2014,2,2.5,1790,5400,2.0,NO,NONE,Good,8 Good,1790,0.0,1979,0.0,98052,47.6606,-122.128,1700,5760
19199,4/13/2015,5,2.5,2380,8204,1.0,NO,NONE,Average,8 Good,1540,840.0,1957,,98115,47.7,-122.287,2270,8204
17901,2/18/2015,3,1.75,1680,7455,1.0,NO,NONE,Good,8 Good,1680,0.0,1968,0.0,98023,47.3112,-122.378,2040,8214
1633,9/9/2014,4,2.5,2020,7200,1.0,NO,NONE,Very Good,7 Average,1010,1010.0,1968,,98034,47.7289,-122.201,1620,7275
12464,10/2/2014,3,1.0,990,10125,1.0,NO,NONE,Average,7 Average,990,0.0,1972,0.0,98042,47.3422,-122.089,1360,10125
11861,12/24/2014,5,3.5,3990,10120,2.0,NO,NONE,Average,9 Better,2820,1170.0,1990,0.0,98011,47.74100000000001,-122.208,2750,9622
21330,2/9/2015,4,3.5,2950,3737,2.0,NO,NONE,Average,10 Very Good,2270,680.0,2012,,98027,47.5313,-122.074,2580,3581
18474,6/23/2014,3,1.0,1830,8004,1.0,NO,NONE,Average,8 Good,1200,630.0,1960,0.0,98125,47.7259,-122.297,1860,7971
6171,8/1/2014,4,2.5,2570,9086,2.0,NO,NONE,Average,9 Better,2570,0.0,1999,0.0,98074,47.6373,-122.064,2760,6733
7521,2/17/2015,3,1.0,1240,9300,1.0,NO,NONE,Average,7 Average,1240,0.0,1954,0.0,98148,47.4363,-122.333,1250,9300
572,4/24/2015,5,3.0,2560,5445,1.5,NO,NONE,Good,7 Average,1760,800.0,1927,0.0,98108,47.5502,-122.311,1080,5445
9879,11/13/2014,2,1.0,980,5393,1.0,NO,NONE,Average,6 Low Average,980,0.0,1969,0.0,98042,47.3674,-122.081,980,5200
20616,9/18/2014,3,2.75,1430,1521,2.0,NO,NONE,Average,9 Better,1130,300.0,2009,0.0,98119,47.6353,-122.371,1930,2700
597,10/2/2014,3,2.5,3370,14402,2.0,,AVERAGE,Average,9 Better,3370,0.0,2004,0.0,98045,47.5008,-121.776,3330,9691
15352,10/21/2014,3,1.75,1140,9628,1.0,NO,NONE,Good,7 Average,1140,0.0,1969,,98023,47.2933,-122.372,1510,9633
7345,4/6/2015,4,1.75,2230,6838,1.0,NO,NONE,Average,7 Average,1320,910.0,1985,0.0,98008,47.5742,-122.118,1580,7500
6304,1/28/2015,3,1.75,1510,12408,1.0,NO,NONE,Good,7 Average,1510,0.0,1969,0.0,98059,47.5069,-122.141,1480,17800
21026,12/26/2014,4,2.5,1987,6000,2.0,NO,NONE,Average,7 Average,1987,0.0,2011,0.0,98001,47.2679,-122.255,1880,9589
16376,12/29/2014,5,2.75,3130,9450,1.0,NO,NONE,Good,8 Good,1580,1550.0,1973,0.0,98023,47.3099,-122.384,1900,9000
19562,4/30/2015,2,1.0,780,6250,1.0,NO,NONE,Average,6 Low Average,780,?,1942,0.0,98168,47.5099,-122.33,1280,7100
18322,2/25/2015,4,1.75,2130,8151,1.0,NO,NONE,Good,7 Average,1330,800.0,1967,0.0,98031,47.3932,-122.201,1600,8587
1753,1/20/2015,3,2.5,2370,9000,1.0,NO,GOOD,Good,8 Good,1570,800.0,1952,0.0,98146,47.4922,-122.365,2120,9500
18745,12/1/2014,3,2.5,2580,214315,1.5,NO,NONE,Average,8 Good,2580,0.0,1946,1986.0,98053,47.6465,-122.024,2580,70131
5432,5/16/2014,3,1.0,1260,6826,1.0,NO,NONE,Average,6 Low Average,720,540.0,1944,0.0,98125,47.731,-122.303,1300,6826
13183,6/25/2014,5,3.5,5850,22885,2.0,NO,AVERAGE,Good,11 Excellent,4670,1180.0,1978,0.0,98004,47.606,-122.211,3240,19020
19235,2/18/2015,3,1.75,1360,15210,1.0,NO,NONE,Average,7 Average,1360,0.0,1987,0.0,98038,47.3657,-122.047,1610,7800
21046,3/21/2015,5,2.75,2900,5155,2.0,NO,NONE,Average,8 Good,2900,0.0,2008,,98075,47.5977,-122.008,2900,6176
11929,5/28/2014,4,2.0,2510,38141,1.0,NO,NONE,Average,9 Better,2510,0.0,1960,0.0,98034,47.7219,-122.258,3180,11760
19178,8/26/2014,3,2.0,1300,9334,1.0,NO,NONE,Very Good,7 Average,1300,0.0,1981,,98178,47.4865,-122.238,2210,9636
20031,5/27/2014,3,2.5,2610,7256,2.0,NO,NONE,Average,9 Better,2610,0.0,2014,0.0,98033,47.695,-122.18,2610,7206
9135,6/5/2014,3,1.75,1700,51649,1.5,NO,NONE,Very Good,6 Low Average,1700,0.0,1931,0.0,98059,47.4704,-122.076,1100,39504
20315,2/2/2015,4,2.5,2930,4875,2.0,NO,NONE,Average,9 Better,2930,0.0,2014,0.0,98030,47.3421,-122.179,2815,4900
1171,3/9/2015,3,2.5,1450,3850,2.0,NO,NONE,Average,7 Average,1450,0.0,2004,0.0,98065,47.5318,-121.85,1970,3748
15562,4/21/2015,3,1.75,2020,11095,1.0,NO,NONE,Good,7 Average,1480,540.0,1975,0.0,98034,47.7351,-122.183,2030,10710
7927,3/30/2015,4,2.0,1830,6000,1.0,NO,NONE,Very Good,7 Average,1070,760.0,1953,0.0,98118,47.5453,-122.279,1830,5500
20838,2/3/2015,2,2.5,1990,1756,3.0,NO,NONE,Average,9 Better,1780,210.0,2005,,98102,47.6264,-122.323,1955,1438
20443,7/7/2014,3,2.5,1601,2491,3.0,,NONE,Average,7 Average,1536,65.0,2007,,98125,47.719,-122.317,1420,1156
21137,5/5/2015,4,2.5,2910,4356,3.0,NO,NONE,Average,8 Good,2910,0.0,2010,0.0,98034,47.6705,-122.146,2840,4181
19467,9/25/2014,5,3.0,2730,6000,1.0,NO,NONE,Average,8 Good,1470,1260.0,1979,0.0,98178,47.4994,-122.234,2590,6000
14531,8/1/2014,3,2.5,3420,79279,2.0,NO,NONE,Average,11 Excellent,3420,0.0,1990,0.0,98052,47.7225,-122.126,4240,40500
15892,6/4/2014,4,2.5,2460,5091,2.0,NO,NONE,Average,9 Better,2460,0.0,2003,0.0,98058,47.45,-122.121,2490,4750
20720,7/16/2014,3,2.5,1578,7340,2.0,NO,NONE,Average,7 Average,1578,0.0,2010,,98030,47.3771,-122.186,1850,7200
17258,2/26/2015,2,1.0,720,5820,1.0,NO,FAIR,Very Good,6 Low Average,720,0.0,1950,0.0,98028,47.7598,-122.255,952,5820
18681,11/18/2014,4,2.0,2850,4497,1.5,NO,FAIR,Average,7 Average,1730,1120.0,1910,0.0,98144,47.5876,-122.292,2450,6000
20879,4/3/2015,4,3.0,3070,7150,2.0,NO,NONE,Average,9 Better,3070,0.0,2007,0.0,98052,47.7079,-122.107,3200,6984
2643,8/21/2014,4,3.0,3500,13444,2.0,NO,NONE,Average,10 Very Good,2360,1140.0,1977,,98040,47.5468,-122.231,3140,12935
5347,5/6/2014,4,2.25,2810,23400,1.0,,FAIR,Average,7 Average,1710,1100.0,1958,0.0,98198,47.395,-122.311,1860,14900
9032,10/7/2014,3,1.75,2090,7461,1.0,NO,NONE,Average,6 Low Average,1200,890.0,1986,0.0,98030,47.3764,-122.184,1420,7462
16965,8/4/2014,2,1.0,1460,4200,1.0,NO,NONE,Good,6 Low Average,880,580.0,1914,,98117,47.6774,-122.361,1540,4200
204,3/3/2015,3,1.0,910,8450,1.0,NO,NONE,Good,6 Low Average,910,0.0,1962,0.0,98059,47.4787,-122.158,1400,8040
7896,12/8/2014,3,1.0,1470,9750,1.0,NO,NONE,Average,7 Average,1470,0.0,1963,0.0,98034,47.7155,-122.194,1300,9750
9833,6/22/2014,4,2.5,2130,7300,1.0,NO,NONE,Good,7 Average,1230,900.0,1963,0.0,98005,47.605,-122.167,2130,7560
2014,7/18/2014,3,1.0,770,9750,1.0,NO,NONE,Average,6 Low Average,770,0.0,1941,0.0,98188,47.4509,-122.275,1560,10707
17289,1/5/2015,3,1.5,1060,5750,1.0,NO,NONE,Fair,7 Average,1060,0.0,1981,0.0,98126,47.5532,-122.372,1060,5750
17015,4/21/2015,3,2.5,1710,7230,2.0,NO,NONE,Average,7 Average,1710,0.0,1996,0.0,98003,47.2778,-122.298,1720,6537
8461,8/27/2014,3,1.0,1240,5700,1.5,NO,NONE,Very Good,6 Low Average,1240,0.0,1953,0.0,98056,47.4927,-122.169,1140,5700
1974,1/5/2015,2,1.5,2130,35679,1.0,NO,NONE,Good,7 Average,2130,0.0,1963,0.0,98033,47.6638,-122.171,2670,35679
162,3/4/2015,3,2.5,3400,16603,2.0,NO,NONE,Average,10 Very Good,3400,0.0,2000,0.0,98075,47.6012,-122.023,3400,12601
4998,3/19/2015,5,2.75,2970,36817,2.0,NO,NONE,Good,8 Good,2970,0.0,1978,0.0,98072,47.7731,-122.139,2730,29150
19654,12/26/2014,5,3.5,4890,12039,2.0,NO,NONE,Average,9 Better,3590,1300.0,2014,0.0,98011,47.7338,-122.208,4590,10079
9557,11/17/2014,3,1.75,1610,3478,1.5,NO,NONE,Good,7 Average,1060,550.0,1929,,98117,47.6774,-122.372,1610,3478
4713,11/12/2014,7,2.75,3410,4056,1.5,NO,NONE,Good,8 Good,2130,?,1906,0.0,98102,47.6454,-122.316,2510,4056
9067,7/10/2014,6,4.25,5720,10213,2.0,NO,NONE,Average,10 Very Good,4170,1550.0,2004,0.0,98006,47.5464,-122.116,4300,10224
1431,3/30/2015,4,3.0,3710,20000,2.0,NO,AVERAGE,Very Good,10 Very Good,2760,950.0,1936,0.0,98105,47.6696,-122.261,3970,20000
15261,7/22/2014,4,2.5,1850,8198,2.0,NO,NONE,Average,7 Average,1850,0.0,1993,,98031,47.4079,-122.186,1850,7924
12835,5/16/2014,3,2.25,1440,7673,1.0,NO,NONE,Average,7 Average,940,500.0,1982,0.0,98031,47.4034,-122.178,1440,8418
13975,6/9/2014,4,2.5,2740,16007,2.0,,NONE,Average,9 Better,2740,0.0,1984,0.0,98039,47.6353,-122.229,2760,16008
20687,7/11/2014,3,3.25,3700,2264,2.0,NO,NONE,Average,11 Excellent,2280,1420.0,1998,0.0,98033,47.6653,-122.205,3930,2567
7710,5/27/2014,4,2.5,3200,6473,2.0,NO,NONE,Average,7 Average,3200,0.0,2005,0.0,98059,47.5012,-122.15,2480,6140
7736,6/9/2014,3,2.5,1210,1420,3.0,NO,NONE,Average,8 Good,1210,0.0,2008,0.0,98103,47.6977,-122.349,1190,1407
4283,5/15/2014,3,2.0,1510,7066,1.0,NO,AVERAGE,Average,7 Average,1230,280.0,1973,0.0,98125,47.7053,-122.303,1950,8089
7531,10/24/2014,3,1.75,1010,5355,1.0,NO,NONE,Average,6 Low Average,1010,0.0,1950,0.0,98106,47.5202,-122.351,750,4515
14139,1/30/2015,3,2.0,2070,4200,1.5,NO,NONE,Good,7 Average,1670,400.0,1906,0.0,98103,47.6624,-122.333,1490,4560
17069,4/7/2015,3,1.75,2070,9827,1.0,NO,NONE,Good,7 Average,1420,650.0,1967,0.0,98027,47.522,-122.05,2150,9827
13493,9/18/2014,4,2.5,2900,9972,2.0,NO,NONE,Average,9 Better,2900,0.0,1993,0.0,98006,47.5536,-122.121,2901,8567
10053,6/5/2014,3,1.0,1430,3840,1.0,,NONE,Average,7 Average,950,480.0,1945,0.0,98117,47.6847,-122.381,1430,3840
10851,12/22/2014,3,1.5,1390,11340,1.0,NO,NONE,Good,7 Average,1390,0.0,1963,0.0,98031,47.3984,-122.186,1740,11340
3384,8/6/2014,2,1.0,1430,8157,1.5,NO,NONE,Average,7 Average,1150,280.0,1944,,98177,47.7256,-122.361,1820,8157
2839,7/14/2014,3,1.0,1140,5395,1.0,NO,NONE,Good,7 Average,1010,130.0,1909,0.0,98115,47.6782,-122.306,1700,5376
19759,5/11/2015,4,2.5,3340,5314,2.0,NO,NONE,Average,10 Very Good,3340,0.0,2010,0.0,98065,47.5167,-121.885,3220,5500
15078,6/5/2014,4,2.75,2330,7642,1.0,NO,NONE,Average,8 Good,1800,530.0,1990,0.0,98023,47.2946,-122.37,2320,7933
15941,3/31/2015,2,1.5,2210,5000,1.0,NO,AVERAGE,Average,8 Good,1530,680.0,1951,0.0,98122,47.6122,-122.288,2700,5000
10595,7/23/2014,6,4.5,3300,7200,2.0,NO,NONE,Average,8 Good,3300,0.0,1980,0.0,98052,47.6798,-122.104,2470,7561
15433,2/3/2015,2,1.0,770,11084,1.0,NO,NONE,Good,6 Low Average,770,0.0,1947,0.0,98155,47.7482,-122.321,1010,11084
2096,10/8/2014,3,2.0,1870,5455,1.0,NO,NONE,Very Good,7 Average,1060,810.0,1926,0.0,98125,47.7029,-122.297,1870,7435
10195,4/29/2015,4,2.0,2240,4508,1.0,NO,AVERAGE,Good,8 Good,1340,900.0,1926,0.0,98178,47.5096,-122.25,1930,5250
7999,4/8/2015,3,1.0,1240,3600,1.5,NO,NONE,Average,7 Average,1240,0.0,1902,0.0,98144,47.5986,-122.298,1680,3600
20137,8/1/2014,4,2.5,2260,5824,2.0,NO,NONE,Average,8 Good,2260,0.0,2011,0.0,98038,47.3496,-122.042,2240,5561
5017,12/16/2014,3,1.75,1680,14630,1.5,NO,NONE,Average,8 Good,1680,0.0,1985,,98027,47.5272,-122.044,1920,14630
17833,7/25/2014,4,1.0,1080,26114,1.5,NO,NONE,Very Good,5 Fair,1080,0.0,1900,0.0,98030,47.3834,-122.215,1720,20360
18994,3/28/2015,2,1.0,1150,3000,1.0,NO,NONE,Average,6 Low Average,780,370.0,1915,0.0,98118,47.5624,-122.291,1150,5000
18284,9/16/2014,3,1.75,1850,16863,1.0,NO,NONE,Good,7 Average,1280,570.0,1980,0.0,98034,47.7166,-122.225,1790,9000
2757,3/11/2015,3,1.0,1350,9680,1.0,NO,NONE,Good,7 Average,820,530.0,1959,0.0,98023,47.3274,-122.346,1320,9225
6397,5/21/2014,3,1.5,980,7790,1.0,NO,NONE,Very Good,7 Average,980,0.0,1969,0.0,98034,47.7141,-122.213,1390,7280
10077,6/20/2014,4,2.5,2320,11717,2.0,NO,NONE,Average,8 Good,2320,0.0,1997,0.0,98045,47.484,-121.78,2320,9714
13930,10/9/2014,4,1.75,1780,5000,1.0,NO,NONE,Very Good,7 Average,890,890.0,1903,0.0,98108,47.5329,-122.292,1860,5000
14082,5/8/2015,2,1.0,910,4191,1.0,NO,NONE,Average,6 Low Average,910,0.0,1910,0.0,98117,47.6929,-122.36,1480,6050
2097,11/5/2014,2,1.0,990,9223,1.0,NO,NONE,Average,7 Average,990,0.0,1949,0.0,98125,47.72,-122.32,1230,7244
8329,10/15/2014,3,1.75,1220,7370,1.0,NO,NONE,Good,7 Average,1220,0.0,1964,0.0,98008,47.6334,-122.12,1580,8213
9028,5/7/2014,1,1.0,1100,4373,1.0,NO,NONE,Fair,6 Low Average,820,280.0,1947,0.0,98166,47.4653,-122.338,1100,7500
3471,2/9/2015,2,1.75,1090,4590,1.0,NO,NONE,Good,7 Average,790,300.0,1915,0.0,98105,47.6677,-122.324,1390,4080
12889,1/22/2015,4,1.75,1660,8160,1.0,NO,NONE,Average,8 Good,1660,0.0,1974,0.0,98058,47.4483,-122.129,1800,7684
14472,8/14/2014,2,1.0,720,5160,1.0,NO,NONE,Average,6 Low Average,720,0.0,1949,0.0,98106,47.5274,-122.357,990,5160
16230,10/7/2014,5,2.0,2280,5400,1.5,NO,NONE,Good,7 Average,1340,940.0,1947,,98105,47.6674,-122.279,1770,5000
18555,7/28/2014,3,3.0,2260,1834,2.0,NO,NONE,Average,8 Good,1660,600.0,2002,0.0,98122,47.6111,-122.308,2260,1834
18509,9/25/2014,3,1.0,1350,14212,1.0,NO,NONE,Good,6 Low Average,1350,0.0,1981,0.0,98053,47.6606,-122.06,1520,14404
1733,6/5/2014,4,2.5,2340,3784,2.0,NO,NONE,Average,8 Good,2340,0.0,2008,0.0,98106,47.535,-122.348,1730,4000
18394,12/8/2014,6,4.75,5540,7200,2.5,NO,AVERAGE,Good,11 Excellent,3950,1590.0,1909,0.0,98119,47.6361,-122.366,2930,7200
21393,9/18/2014,3,2.5,2517,3900,2.0,NO,NONE,Average,8 Good,2517,0.0,2014,0.0,98092,47.3211,-122.182,2390,7108
1283,9/9/2014,3,1.0,1240,14110,1.0,NO,NONE,Good,7 Average,1240,0.0,1972,0.0,98058,47.4579,-122.09,2060,19350
12485,2/6/2015,4,2.25,2040,14383,1.0,NO,NONE,Good,8 Good,1270,770.0,1977,0.0,98042,47.3849,-122.163,2030,11500
12448,6/23/2014,2,1.75,2260,280962,2.0,NO,AVERAGE,Average,9 Better,1890,370.0,2005,0.0,98014,47.6359,-121.94,2860,219542
10028,9/23/2014,4,2.75,2090,9240,1.0,NO,NONE,Good,6 Low Average,2090,0.0,1949,0.0,98146,47.4854,-122.343,1460,9240
1019,7/29/2014,4,2.75,3130,21810,2.0,NO,NONE,Good,10 Very Good,3130,0.0,1993,0.0,98077,47.7083,-122.073,3330,21810
16184,3/24/2015,2,1.0,730,9975,1.0,,NONE,Poor,5 Fair,730,0.0,1943,0.0,98168,47.4808,-122.315,860,9000
19946,8/27/2014,4,2.5,2170,6000,2.0,NO,NONE,Average,7 Average,1630,540.0,2008,,98106,47.5589,-122.365,1720,5668
9518,10/23/2014,3,2.25,2770,15886,2.0,,NONE,Average,10 Very Good,2770,0.0,1982,0.0,98177,47.7464,-122.362,3290,15886
19194,6/26/2014,5,1.75,1940,6654,1.5,NO,NONE,Good,7 Average,1940,0.0,1953,0.0,98166,47.4663,-122.359,2300,9500
17520,8/12/2014,5,1.75,2810,9360,1.0,NO,NONE,Good,7 Average,1520,1290.0,1965,,98055,47.4361,-122.193,1770,9360
1651,12/10/2014,1,2.0,3000,204732,2.5,NO,AVERAGE,Average,8 Good,3000,0.0,1979,,98014,47.6331,-121.945,2330,213008
830,2/10/2015,3,1.75,1910,5753,1.0,,GOOD,Average,8 Good,1110,800.0,1941,0.0,98115,47.6898,-122.327,1630,5580
1169,5/7/2014,4,4.0,4460,103382,2.0,NO,NONE,Average,11 Excellent,4460,0.0,2001,0.0,98053,47.63399999999999,-121.997,3470,88519
10720,10/17/2014,4,2.5,2040,5875,2.0,NO,NONE,Average,8 Good,2040,0.0,2004,,98056,47.5051,-122.17,2230,5459
6256,9/24/2014,3,1.5,2510,3600,2.5,NO,NONE,Good,8 Good,2510,0.0,1907,0.0,98112,47.6195,-122.313,1740,1885
5469,10/21/2014,3,1.0,1260,7660,1.0,,NONE,Average,6 Low Average,1260,0.0,1947,0.0,98133,47.7476,-122.35,1990,7861
16044,8/6/2014,4,1.75,2540,7620,1.0,NO,GOOD,Average,8 Good,1320,1220.0,1948,0.0,98116,47.5709,-122.406,2540,8613
10258,1/27/2015,4,2.5,2480,5100,2.0,NO,NONE,Average,8 Good,2480,0.0,2007,0.0,98019,47.7383,-121.969,2270,5115
16063,1/2/2015,3,2.5,2760,35171,2.0,,NONE,Average,9 Better,2760,0.0,1990,0.0,98058,47.465,-122.123,2720,35171
17251,10/28/2014,3,2.5,3550,136343,2.0,NO,NONE,Average,10 Very Good,3550,0.0,1977,0.0,98014,47.6223,-121.869,3080,215186
11166,3/26/2015,4,2.0,1600,6861,1.0,NO,NONE,Average,7 Average,1600,0.0,1994,0.0,98003,47.2701,-122.313,1870,7455
21003,6/9/2014,2,1.5,1340,1210,2.0,NO,NONE,Average,8 Good,1120,220.0,2008,0.0,98144,47.588,-122.305,1340,1213
5093,6/23/2014,3,2.25,2110,11319,2.0,NO,NONE,Good,8 Good,2110,0.0,1978,0.0,98072,47.742,-122.105,1860,11319
541,10/30/2014,4,2.5,1560,4350,2.0,NO,NONE,Average,7 Average,1560,0.0,2003,0.0,98056,47.5025,-122.186,1560,4350
9324,11/21/2014,4,4.0,5050,202554,2.0,NO,NONE,Average,10 Very Good,3260,1790.0,2000,0.0,98027,47.5269,-121.922,3370,213444
17047,11/14/2014,3,2.5,1680,8512,2.0,NO,NONE,Average,7 Average,1680,0.0,1991,0.0,98022,47.1952,-121.986,1580,8512
12693,9/25/2014,5,2.75,2460,7830,1.0,,NONE,Very Good,9 Better,1490,970.0,1955,0.0,98115,47.6938,-122.31,2050,7830
20914,8/28/2014,3,2.25,1620,1062,3.0,NO,NONE,Average,8 Good,1620,0.0,2014,,98122,47.6051,-122.304,1560,1728
3390,8/8/2014,2,1.0,880,3000,1.0,,NONE,Very Good,7 Average,880,0.0,1927,0.0,98103,47.6868,-122.349,1300,3000
12080,2/2/2015,2,1.5,1160,3838,2.0,,NONE,Average,7 Average,1160,0.0,1983,0.0,98034,47.7255,-122.164,1410,3780
11154,1/16/2015,4,2.5,2680,9928,1.0,NO,NONE,Good,8 Good,1340,1340.0,1974,0.0,98027,47.5219,-122.052,2180,10478
14226,8/20/2014,3,2.5,1850,17808,1.0,NO,NONE,Good,8 Good,1210,640.0,1982,0.0,98032,47.3631,-122.271,2260,16754
16977,10/21/2014,4,2.75,2030,56192,1.0,NO,NONE,Average,8 Good,1550,480.0,1979,0.0,98077,47.752,-122.073,2510,44866
